Pulse;Camera;Time;Category;Comments
98701;KL1-O8WA;52,63;UFOs;UFOs visible on the ops camera
98699;KL2D-P8TB;51,34077;UFOs;Hot smudge probably consisting of UFOs at disruption
98697;KL11-P1DA;48,06076;UFOs;Prolonged outbreak of UFOs on the inboard side starting frame 554.
98693;KL11-P1DA;51,00147;UFOs;Unusually intense double UFO.
98642;KL11-P1DB;51,0;UFOs;Flurry of UFOs starting at ~50.9s from the inner divertor as the strike point moves outwards on T4.
98607;KL11-P1DB;44,99824;UFOs;Large UFO flying through the divertor for 7 frames, followed by a flurry of particles coming out of the corner (possibly the particle visible prior hit the wall as these particles are comign from the part where original UFo disappeared fro mthe field of view)
98586;KLDT-O5WB;55,5349;UFOs;UFO during termination.
98583;KL7-E8WB;53,94;UFOs;Something goes in near the top and explodes around the end of pulse. Ivor says he sees Alumina.
98583;KL1-O8WA;53,946;UFOs;Something looks bright on the outer wall for 3 - 4 frames as the plasma terminates.
98570;KLDT-O5WB;49,322;UFOs;Small blue UFO on the divertor also visible in KLDT-E5WD at frame 818 and 823
98557;KL11-P1DB;47,07;UFOs;Small ufo near T8. More at frame 645
98548;KLDT-E5WB;51,316;UFOs;
98546;KL11-P1DB;53,33;UFOs;UFO event.
98502;KLDT-O5WB;41,47;UFOs;UFO bouncing around the divertor visible on wide angle around x- point formation.
98480;KL11-P1DB;57,517;UFOs;HFS above divertor
98450;KL11-P1DB;44,1391;UFOs;UFO
98449;KL1-O8WA;66,81245;UFOs (?);Blue circle in the outer wall
98448;KLDT-O5WB;58,6;UFOs;Blue-ish UFOclose to 4D limiter. Not sure it is a UFO or the plasma. No clear spikes from spectroscopy data.
98424;KL11-P1DB;41,67925;UFOs;UFOs also at 56.41838 from tile 5 stack A. Again, same uncertainty on the nature of the UFOs.
98423;KL11-P1DB;41,59925;UFOs;"UFOs from tile stack A also at 41.67924sec. At 48.19887sec
particles/hot spots (?) are visible on tile 6 and some of them turn out to be UFOs. A check on plasma impurity concentration has not revealed anything but a few spikes of Ti. those spikes are weak during the pulse, but they appear bigger in magnitude around the soft landing time, at 63 secs."
98407;KL11-P1DB;55,55845;UFOs;Few UFOs coming from tile 6 after disruption
98405;KL11-P1DB;52,8586;UFOs;UFO coming from T5B
98371;KL11-P1DB;42,41915;UFOs;UFOs from divertor between 42 and 43
98371;KL11-P1DB;57,7583;UFOs;UFOs from Tile 1 during disruption
98362;KL11-P1DB;63,77795;UFOs;"UFOs seen on the divertor around
63.77s and 65.55s"
98361;KL11-P1DB;63,73796;UFOs;UFOs on the divertor
98348;KL11-P1DB;50,77874;UFOs;Massive UFO in the inner divertor for 10 frames
98348;KL11-P1DB;41,93923;UFOs;UFO in the inner divertor for 6 frames
98348;KL11-P1DB;41,61925;UFOs;UFO in the inner divertor for 4 frames
98348;KLDT-O5WB;41,15694;UFOs;Bright flashes in the upper part, for 6 frames
98346;KLDT-O5WB;41,3729;UFOs;Multiple UFOs within the divertor for 6 frames
98346;KLDT-O5WB;41,09182;UFOs;UFO flying off the top of inboard side for two frames
98343;KLDT-O5WB;43,09533;UFOs;Flash at outboard side (probably 4B). Also visible in KLDT-P5WA at frame 198.
98343;KLDT-O5WB;43,09533;UFOs;Flash at outboard side (probably 4B)
98342;KL11-P1DA;42,9614;UFOs;UFO flying out of tile 5, stack D, (visible for 10 following frames) and then separating into several particles. Looks like it originates from the point where in the previous pulses a hotspot was observed - indeed after this UFO event no hotspot seems to be present, so perhaps the particle that created that hotspot was ejjected
98341;KLDT-O5WB;41,7774;UFOs;Bright flash at the outboard side (approx tile 8), small UFO seen flying from that location into the divertor for the next 3 frames
98339;KL11-P1DA;42,48151;UFOs;Particle comes off ROI23 at frame 276 and can be seen flying until frame 283
98316;KL11-P1DB;65,05785;UFOs;small UFO near tile 9
98316;KLDT-O5WB;40,26115;UFOs;UFOS on npl B3. More UFOs @45.27 (frame 181) and lots of them @64.86. I cannot see those last ones on protection cameras, but can see on experiment and 1 small ufo on KL11-P1DB as reported.
98315;KLDT-O5WB;58,54056;UFOs;UFOs
98311;KLDT-O5WB;56,7879;UFOs;UFOs close to T1 region. Also seen on KLDT-E5WD at 56.68750 (frame 1414)
98304;KL11-P1DA;47,70148;UFOs;In this frame a UFO seems to strike the unnamed tile between 4 and 5 and then becomes more visible for some reason.
98293;KL11-P1DA;47,12132;UFOs;Something fliying that impacts with T5
98291;KLDT-O5WB;45,7611;UFOs;small blue UFO seen around 45.76s and 46.64 s, probably beryllium
98198;KL11-P1DB;51,73874;UFOs;Second clean up pulse: Frame: 738
98197;KLDT-O5WB;52,02428;UFOs;Clean up pulse after SPI last pulse: frame: 349
98190;KLDT-O5WB;50,30672;UFOs;Frames: 306-309. Particles exploding in divertor area
98188;KL11-P1DB;48,37896;UFOs;UFOs seem be coming from outer divertor.
98187;KL11-P1DB;48,55898;UFOs;UFOs from diveror as runaway beam went down. Temperatures look ok.
98186;KLDT-O5WB;45,46594;UFOs;"UFOs lasting several frames. Similar to the one in 98184. Visible on protection camera as well and on KLDT-E5WD in frames 509 and
510. It looks like titanium and berillium from spectroscopy data. Very small spicks."
98184;KLDT-O5WB;45,26628;UFOs;"UFOs. I think also briefly seen on KLDT-E5WD at 45.18750 and on
Protection camera. It looks like titanium and berillium from spectroscopy data."
98181;KL11-P1DB;48,07897;UFOs;UFOs from Tile 8
98165;KL11-P1DB;56,33846;UFOs;small UFO from tile 3 or 4
98160;KL11-P1DB;62,87816;UFOs;small UFO from T4 and another one seen at 63.73808
98143;KLDT-E5WE;41,246;UFOs;UFO from BEION during breakdown. Bright flash on visible cameras and breaks into multiple pieces.
98125;KLDT-O5WB;49,52041;UFOs;REs strike top of Tile 1 or HFGC shower of particles confirmed by KLDT-O5WB
98108;KL11-P1DB;50,17889;UFOs;Small UFOs come off the divertor as stike point moves accross it.
98061;KL11-P1DB;50,158;UFOs;frame 659-669,682-718
98059;KLDT-O5WB;48,50607;UFOs;UFOs in cleanup pulse
98059;KL11-P1DB;47,09807;UFOs;UFOs in cleanup pulse
98055;KL1-P4DB;50,56123;UFOs;UFOs from tile 1 due to runaways impact
98055;KL11-P1DB;50,57781;UFOs;UFOs from tile 1 due to runaways impact
98053;KL11-P1DB;50,33783;UFOs;Some UFOs from divertor during monitoring pulse
98052;KLDT-O5WB;40,927;UFOs;Strnage flash during breakdown. Nothing shows up on Spectroscopy
98042;KLDT-O5WB;51,26828;UFOs;Diagnostic coordinator confirmed that it was Titanium. It is observed on the Upper Dump Plates
98040;KLDT-O5WB;51,11119;UFOs;According to Diagnostic Coordinator is Titanium
98026;KLDT-O5WB;50,27398;UFOs;Many UFOs coming from the divertor. Also seen by KLDT-E5WC and KLDT-E5WD (Dbeta filter)
98006;KLDT-O5WB;44,4874;UFOs;Many UFO's flying around on this clean up pulse after a disrupted one. This one wasn't great.
97996;KL11-P1DB;45,8382;UFOs;UFO from outer target.
97988;KLDT-O5WB;50,18;UFOs;Looks like another Ti UFo dropping
97987;KL11-P1DB;49,2979;UFOs;various Small UFOs from tile 5 seem to correspond with a rise in Tungsten on spectroscopy.
97987;KL1-O8WA;50,35969;UFOs;Ti UFO, as seen in spectroscopy
97987;KLDT-O5WB;50,18166;UFOs;Ti UFO, as seen in spectroscopy
97986;KL11-P1DB;46,09814;UFOs;Large UFO in cleanup pulse
97986;KL11-P1DB;44,77824;UFOs;Large UFO coming from the divertor in cleanup pulse
97985;KL11-P1DB;50,89778;UFOs;Many UFOs fly from the divertor during disrupotion
97982;KL11-P1DA;49,26128;UFOs;Multiple bits flying off Tile 6 and 7 between 49 and 52
97980;KLDT-O5WB;64,57942;UFOs;From spectroscopy data il looks like there is some iron, titanium and molybdenum. Also seen on KLDT- E5WD
97980;KL11-P1DB;49,95788;UFOs;UFOs coming from tile 6. Also seen on KL11-P1DA
97977;KLDT-O5WB;48,05095;UFOs;Frames: 250-260 -Lots of UFOs around the beam duct and antennas
97976;KLDT-O5WB;47,89523;UFOs;Frames:245-270 show UFOs interacting with the ICRH antenas and outer guard limiter
97949;KL11-P1DA;53,16066;UFOs;Disruption, followed by a flurry of particles in the frames 810-827
97943;KL11-P1DB;52,79;UFOs;Frame: 792-793. Flurry of particles moving up with the disruption
97943;KL11-P1DB;48,53797;UFOs;Frame: 579
97895;KL11-P1DA;48,7;UFOs;One example of particles emitted from inner divertor at a number of times that might be responsible for radiation spikes.
97893;KLDT-O5WB;48,21869;UFOs;Very bright blue flash on outboard wall.
97889;KL11-P1DA;48,26095;UFOs;UFOs flying out of the divertor, here and in timestamps 53.46112, 53.56113, 56.20123, 56.26122
97888;KL11-P1DA;48,92109;UFOs;"UFOs coming out of divertor, tiles 5 and 6. Here and on timestamps 50.82095, 50.88094 (from the
same ROI that triggered the alarm), 52.66101"
97886;KLDT-O5WB;51,17272;UFOs;"An UFO flying off the vicinity of 3B NPL for 5 frames ending with a bright flash at 51.2935 sec; associated with titanium signal."
97875;KL11-P1DB;43,31838;UFOs;UFO from inner hits outer vertical and disintegrates see frames 317-327
97871;KLDT-P5WA;43,21774;UFOs;UFO very visible in KLDT-05WB
97867;KLDT-P5TB;57,70093;UFOs;UFOs for several frames before and after disruption.
97862;KL11-P1DB;49,45789;UFOs;Prolonged UFO emission from Tile 7.
97853;KLDT-O5WB;48,28547;UFOs;Same as 97844
97852;KLDT-O5WB;48,63909;UFOs;Same as 97844
97851;KLDT-O5WB;49,225;UFOs;"Bright flash at the top of the outboard side; associated with a titanium signal in KT2."
97851;KLDT-O5WB;48,02048;UFOs;"Same as 97844;"
97849;KLDT-O5WB;51,93033;UFOs;Particularly many particles at NBI
97849;KLDT-O5WB;47,91585;UFOs;Same as 97844 - there are lot more particles visible (compared to previous pulses) in the subsequent frames, especially at 48.39768
97849;KLDT-O5WB;47,91585;UFOs;Same as 97844 - there are lot more particles visible (compared to previous pulses) in the subsequent frames, especially at 48.39768
97847;KLDT-O5WB;50,89454;UFOs;Bright flash at the top of the chamber (outboard side)
97847;KLDT-O5WB;48,40601;UFOs;Same as 97844
97845;KLDT-O5WB;48,50685;UFOs;Same as 97844
97844;KLDT-O5WB;48,18361;UFOs;Particles on the outboard side, seemingly coming out of NBI, also on a few subsequent frames.
97841;KLDT-O5WB;52,14454;UFOs;2 frame bright purple UFO. Concurrent with titanium spike
97835;KL7-E8WB;52,29;UFOs;Particles falling down
97823;KLDT-E5WD;42,05;UFOs;"Almost continuous stream of UFOs flying toroidally above the divertor for roughly 1.5 s, ending with a big one bouncing off from the outer divertor and splitting in several pieces at 43.46 s; last one also seen by KLDT-O5WB and faintly by KLDT-P5WA"
97815;KLDT-O5WB;42,93178;UFOs;UFOs coming out of the WoPL. Also seen by KLDT-P5WA and KLDT- E5WD.
97814;KLDT-O5WB;43,21537;UFOs;Slow UFO coming out of the divertor - also seen by KLDT-E5WD with Be II filter
97806;KL11-P1DA;50,72061;UFOs;UFOs emerge from the outer corner of the divertor in the disruption.
97802;KL11-P1DB;51,99772;UFOs;UFO coming off tile 7
97802;KL11-P1DB;43,03839;UFOs;"UFO coming off tile 1, quite large ""burst"""
97799;KLDT-O5WB;0,0;UFOs;I ahve lost count of all the UFOs I have seen. Last pulse of the session i am going home.
97797;KLDT-O5WB;47,92;UFOs;"Frames: 247;
279-281;327-329;331;336;361"
97796;KLDT-O5WB;56,76287;UFOs;Frame: 467. Lots of particles above the divertor. I can only see them with this camera.
97794;KLDT-O5WB;42,44588;UFOs;Frame: 42.44s. No heating observed.
97794;KLDT-O5WB;42,44588;UFOs;Frame:368. DC has found Be spikes so probably something touch the wall during the temination and that cause these UFOs
97787;KLDT-O5WB;47,59272;UFOs;Frame:238, Next to OWL. Nothing observed by DC with spectroscopic diagnositcs.
97767;KLDT-E5WD;42,45;UFOs;"A large continuous fleet of UFOs seen flying toroidally above the divertor with the Be II filter, possibly arising from impact on top part of tile 1 which flashes before the UFOs appear (SL suspected deposition of loose dust after several disruptions of the day); also seen by KLDT-O5WB, KL11-P1DB
and KLDT-P5TB; another similarish shower of UFOs seen after 45.85 s;"
97763;KLDT-O5WB;50,40415;UFOs;Large bright spot on Outer Limiter. May coincide with UFO seen by KLDT-P5WA at 50.34824s
97756;KLDT-O5WB;50,04;UFOs;Bright particle at the top of the vessel. Signal of titanium at the same time
97747;KL11-P1DB;57,99728;UFOs;Unmitigated disruption from 1.7MA generates divertor UFOs
97745;KL11-P1DB;55,08406;UFOs;UFOs following a disruption at 1.5MA
97740;KLDT-O5WB;49,14706;UFOs;Very bright blue UFO on the outer wall
97717;KLDT-E5WC;47,186;UFOs;The same UFO traveling from the right bottom to the outer divertor and then towards the inner wall from 47.18 to 47.28 secs (seeing on KLDT-O5WB at 47.292 secs)
97717;KLDT-O5WB;47,29207;UFOs;Unusual UFO in divertor zone
97696;KLDT-O5WB;52,06186;UFOs;Debris from RF antenna
97696;KL11-P1DB;50,3378;UFOs;
97693;KLDT-O5WB;48,74175;UFOs;Blue flash on outer limiter
97692;KLDT-O5WB;52,82;UFOs;
97680;KLDT-E5TA;48,10056;UFOs;UFO's at 48.10056 and onwards
97679;KLDT-O5WB;48,19502;UFOs;Blue light/particles dropping down from the antena and few frames later something similar coming from WOPL and REION plate
97678;KLDT-O5WB;48,07117;UFOs;Blue light on the WOPL, very likely Ni again, seen also at 48.51287s on the antena
97677;KLDT-O5WB;48,5857;UFOs;Probably Ni coming down from REION plate
97676;KL11-P1DB;50,33744;UFOs;Few small UFOs coming from Tile 5
97676;KLDT-O5WB;48,5891;UFOs;Some blue lights seen for almost one second in few places
97675;KLDT-O5WB;48,57458;UFOs;Blue light comes from the WOPL
97670;KLDT-O5WB;51,39;UFOs;Titanium UFO at the upper dump- plates visible in 4 frames
97624;KL12-O1WC;50,81;UFOs;"Large UFO flying (possibly) off from the outer wall, coinciding with an impurity event; also seen in single frames by KL7-P8WA (50.85 s) and KL1-O8WA (50.87 s)"
97616;KLDT-O5WB;43,92849;UFOs;UFOs for several frames. Reported to SL. Also seen on KLDT-E5WD starting at 43.825
97613;KLDT-O5WB;51,60153;UFOs;BLUE UFO going around inner wall
97612;KLDT-O5WB;55,98901;UFOs;Blue light looks like coming from the outer wall and seen also by KLDT-E5WD camera
97594;KL11-P1DB;54,17753;UFOs;Lot's of UFO's seen just after the disruption
97593;KLDT-O5WB;55,64769;UFOs;During the small disruption some matirial distribution
97592;KLDT-O5WB;56,79882;UFOs;Two blue lights comes from the magnetic probes and then some distribution seen on few next frames.
97590;KLDT-O5WB;42,37374;UFOs;Big flash on the WOPL in 42.37s and then on the next frame looks like something is splashing from this place, seen also on the camera KLDT-E5WD
97588;KLDT-O5WB;42,29;UFOs;Lot's of UFOs seen close to the inner wall and divertor and some on the outer wall close to the antenna
97570;KLDT-O5WB;51,84138;UFOs;Bright UFO on Ops cam - seems to have had an effect on the plasma.
97566;KLDT-P5WA;40,25638;UFOs;This might be the same UFO. In here it looks on the outer wall above ILA.
97566;KLDT-O5WB;40,28211;UFOs;Impressive UFO from outer wall lasting several frames. Also seen on KLDT-E5WD from 40.20 seconds. It looks like Titanium + Iron from spectrocopy. Also checked with DC.
97562;KL11-P1DB;60,89704;UFOs;UFOs moving toroidally. It seems from tile 6. More also at 62.43696. These are also seen from KLDT- E5WD.
97562;KLDT-O5WB;65,54579;UFOs;UFOs close to the 4B limiter. Also seen on KLDT-E5WD @65.43.
97561;KL11-P1DB;60,23;Disruption;UFOs at 60.23. Then at 62.33. These imputities seem to have caused the disruption.
97527;KLDT-O5WB;50,23908;UFOs;Small UFO seems to drop from the top. Checked with DC, it coincides with a Titanium spike
97525;KLDT-O5WB;52,37286;UFOs;Large flash of 4D limiter. Signal of Ti associated with it.
97522;KLDT-O5WB;52,14878;UFOs;UFO at the top of the chamber. There seems to be an increase of W and Ti at this moment.
97522;KLDT-O5WB;50,90418;UFOs;UFOs off D4 limiter for 4 frames, moving downwards along the wall.
97518;KLDT-O5WB;49,48358;UFOs;UFOs off D4 limiter for 4 frames. Seen moving downwards.
97517;KLDT-O5WB;48,60557;UFOs;Multiple UFOs close to 4D limiter, possibly coming out of NBI. Nothing noticeable in spectroscopy.
97511;KLDT-O5WB;51,95;UFOs;UFOs from the top. This is Titanium.
97510;KLDT-E5WD;51,51;UFOs;Several UFOs during the whole pulse. This one looks like on the NPL 3B
97510;KLDT-O5WB;45,67;UFOs;"Several UFOs during the whole pulse. Main ones @45.67, @48.80, @50.29, @51.01, @51.61, @52.53.
Some of them on the NPL3B (@48.80, @50.29, @51.01, @51.61)"
97509;KL11-P1DA;44,18;UFOs;Lots of UFOS starting @44.18 and lasting for few seconds. I think they can also be seen on KLDT- E5WD@44.32
97508;KLDT-O5WB;42,58;UFOs;UFos in the main chamber. also seen on KLDT-O5WD starting @42.43
97508;KL11-P1DB;41,73;UFOs;"UFOs seem to be coming from Tile
7. Maybe cause of pulse failing."
97503;KL11-P1DB;48,638;UFOs;Some UFOs liberated from the targets just before disruption.
97501;KLDT-E5WC;49,3;UFOs;Very large number of raining UFOs after disruption starting around 49,3s
97501;KL7-E8WB;49,3;UFOs;Very large number of raining UFOs after disruption starting around 49,3s
97497;KL11-P5DB;54,7306;Comments;UFO stuck between two adjacent tiles #8.
97497;KL11-P1DB;41,57;Comments;UFOs from the divertor inner leg form 41.57 onwards.
97495;KL11-P1DB;47,678;UFOs;Flurry of UFOs seemingly from inner divertor, associated with sharp rise in radiation and plasma becoming very unhappy.
97495;KLDT-O5WB;43,37404;Comments;UFOs all around the Chamber, at first appearing close to the divertor region. Higher concentration of NEON before the disruption, no other anomalies in the impurity concentrations.
97495;KLDT-P5TB;48,52796;Comments;UFOs from tiles #5, #6, #8. lots of impurity species are present in the main chanber after the disruption, therefore it is difficult identifying the dominant species (analysis done together with the DC).
97493;KL11-P1DA;57,00088;UFOs;A handful of UFOs both before and after disruption.
97487;KLDT-E5WD;50,35;UFOs;A spot appears in experimental camera (Be II filter) near top of machine for two frames, about 60 ms before disruption.
97473;KL11-P1DA;49,72126;UFOs;Clean-up pulse
97472;KL11-P1DB;58,27726;UFOs;Disruption
97472;KL11-P1DB;49,6779;UFOs;From outside divertor
97469;KL11-P1DB;47,71805;UFOs;Ufos form the inner leg of the divertor. Ufo also from Tile #8 @ 48.65795.
97468;KL11-P1DB;42,15847;UFOs;UFO from tile #1.
97466;KL11-P1DB;49,01;UFOs;"UFOs @49.01 from tile #5 - stack D
- and @49.057 from tile #4."
97465;KLDT-E5WD;42,0;UFOs;UFOs from the inner divertor (probably departing from tile#3) @42, @42.7, @43.025, and @47.2625.
97465;KL11-P1DA;47,64;UFOs;UFOs from tile#4 @47.64 - onwards.
97463;KLDT-O5WB;47,7176;UFOs;Same as previous pulses
97462;KLDT-O5WB;47,65963;UFOs;Here and in further frames - UFOs/ bright flashes at the outboard side, some at the inboard side as well.
97461;KLDT-O5WB;48,04167;UFOs;UFOs/bright flashes at the outboard side. In the subsequent frams as well.
97461;KLDT-O5WB;44,58888;UFOs;Bright flash at the top inboard part of the chamber.
97460;KLDT-O5WB;48,65051;UFOs;"Blue flash at the inboard side at the top of the chamber, close to UIWP; simultaneously UFOs at the outboard side. Other flashes at the inboard side i nthe following frames."
97460;KLDT-O5WB;48,24909;UFOs;UFOs at the outboard side, in the following frames as well
97459;KLDT-O5WB;47,75035;UFOs;UFOs at the outboard side, in the following frames as well
97458;KLDT-O5WB;47,72409;UFOs;UFOs at the outboard side, in the following frames as well
97457;KLDT-O5WB;47,71262;UFOs;"Massive blue flashes close to 4D limiter, possibly coming out of NBI; more flashes and UFOs in the same region in the subsequent frames"
97455;KLDT-O5WB;48,34469;UFOs;Small cluster of UFOs flys around the centre of the machine
97455;KLDT-O5WB;47,66222;UFOs;Same kind of UFOs as last few pulses
97453;KLDT-O5WB;47,79203;UFOs;Many small UFOs seem to come off the WOPL in the same loaction as pulse 97451
97451;KLDT-O5WB;47,63032;UFOs;Blue UFOs for a few seconds. Smaller ones seem to originate at the WOPL. larger ones seem to come from the NBI. Nothing showed up in spectroscopy.
97425;KLDT-O5WB;41,88152;UFOs;UFO in one frame in the diverotr
97424;KLDT-O5WB;53,40108;UFOs;UFO in one frame
97422;KLDT-O5WB;54,43882;UFOs;UFO close to 4B limiter, possibly associated with the same hanging piece of debrie as in the previous UFO events
97422;KLDT-O5WB;50,02314;UFOs;UFO at the top of the inner wall for 1 frame
97421;KLDT-O5WB;50,63856;UFOs;"UFO in one frame, off 4D limiter; this one and the one at 49.313 seem to be associated with a prticular location, which looks like a hanging debrie ejecting particles occasionally."
97421;KLDT-O5WB;49,31363;UFOs;UFO in one frame, off 4D limiter
97415;KL11-P1DB;48,69;UFOs;UFO
97415;KLDT-O5WB;44,9;UFOs;Lots of UFOs thoughot the pulse. Also seen on KLDT-E5WD.
97414;KL11-P1DB;51,67776;UFOs;UFO flying toroidally. Probably starting from T6. Could be the same seen @50.47 or @50.89.
97412;KLDT-E5WD;40,9625;UFOs;UFOs close to the inner wall. It lasts for several frames. Also less visible in KLDT-O5WD.
97412;KLDT-O5WB;48,75288;UFOs;1 frame very small UFO on NPL 3B. Also seen on KLDT-E5WD @48.66
97411;KLDT-O5WB;55,57133;UFOs;1 frame UFO close to 4B limiter, but also seen on KLDT-E5WD @55.46
97411;KLDT-O5WB;48,42572;UFOs;1 frame UFO near UDP, but also seen on KLDT-E5WD @ 48.32
97409;KLDT-E5WD;44,6125;UFOs;Small UFOs near RFB. It reappears @44.67.
97409;KLDT-E5WD;46,1125;UFOs;Small UFOs near UDP. You can see it moving around.
97409;KLDT-O5WB;46,21298;UFOs;Small UFOs near UDP and ILA. It loooks like it is Berillium. Also seen on KLDT-E5WD.
97406;KLDT-O5WB;51,80345;UFOs;Blue Flash in one single frame: 343
97405;KL11-P1DB;57,77728;UFOs;Flurry of particles, frames: 1040-1042
97393;KL11-P1DB;48,4179;UFOs;Some UFOs which bounce around the divertor a bit and break up. Also seen on W filtered experiment camera.
97349;KLDT-O5WB;61,23725;UFOs;Multiple UFOs observed - frame: 578
97332;KLDT-O5WB;51,25141;UFOs;Small UFO around inner wall
97321;KLDT-O5WB;54,12676;UFOs;Impressive UFO near WOPL 4D also seen by KLDT-E5WD @ 54.08s. Low temperatures on PIW and IR cameras.
97321;KLDT-O5WB;53,724;UFOs;UFO near NPL 3B at the same location as Nicoletta reported in #97313. Also seen by KLDT-E5WD @ 53.68 secs
97314;KLDT-E5WD;54,3625;UFOs;They last several frames with scattering from the wall. Also seen on KLDT-O5WB @54.40
97314;KLDT-O5WB;54,40135;UFOs;UFOs again on 3B NPL
97313;KLDT-O5WB;54,3737;UFOs;UFO near 3B NPL. Also seen from KLDT-E5WD @54.33. Nothing on the protection camera KLDT-P5WA
97313;KL11-P1DB;59,097;UFOs;Some UFOs from 59.09717 on tile 8.
97313;KLDT-O5WB;54,3737;UFOs;UFO near 3B NPL. Also seen from KLDT-E5WD @54.33. Nothing on the protection camera KLDT-P5WA
97307;KLDT-O5WB;40,4174;UFOs;UFOs for few frames. Also seen on KLDT-E5WD @40.38. Be??
97262;KL11-P1DA;52,54115;UFOs;Divertor UFOs when plasma seems to slam down onto upper parts of divertor.
97261;KLDT-O5WB;52,34258;UFOs;Numerous spots on outer wall for one frame. Not visible on PIW cameras.
97171;KL11-P1DB;41,738;UFOs;Early X point formation
97121;KLDT-O5WB;54,62493;UFOs;quite big UFO seen also by KLDT- E5WD
97116;KLDT-O5WB;50,36713;UFOs;UFO's coming from WOPL seen also by KLDT-E5WD
97116;KLDT-O5WB;40,27918;UFOs;Small UFO dropping down from npl seen also by KLDT-E5WD
97115;KLDT-O5WB;40,48728;UFOs;Lots of UFO from WOPL seen also by KLDT-P5WA, KL11-P1DB and KLDT-E5WD.
97106;KLDT-O5WB;52,48643;UFOs;UFOs from WOPL. Seen just for one frame on KLDT-E5WD.
97102;KL11-P1DB;48,438;UFOs;A few UFO's from inner divertor.
97096;KLDT-O5WB;46,04209;UFOs;First little particle seems to be coming from NPL 3B. Then lots of UFOs for several frames. Also seen from KLDT-E5WD starting at 46.17500.
97095;KL11-P1DB;49,6779;UFOs;They seem to start from DIV_M08T7A. They last 3 frames.
97094;KLDT-O5WB;49,40835;UFOs;Small particle flying from outer wall close to LH frame.
97060;KLDT-O5WB;47,81597;UFOs;Frame: 245 Dust flying around observed during disruption
97060;KLDT-O5WB;47,81597;UFOs;Dust flying around observed during disruption
97050;KLDT-O5WB;49,01988;UFOs;"Splattering from WOPL, first sign at
45.4 s, weakly seen on KLDT-P5WA."
97050;KLDT-O5WB;45,53698;UFOs;Falling (?) piece from the mashroom.
97045;KLDT-O5WB;48,50496;UFOs;"Splattering from RFBsh, seen also at KLDT-P5WA and KLDT-E5WD. DC
saw nothing at that time."
97044;KLDT-O5WB;42,34682;UFOs;Splattering from IWGL followed by UFO's, seen also on KLDT-E5WD with Be filter. Be?
97025;KL11-P1DB;62,37693;UFOs;Few UFO's coming from T5
97024;KL11-P1DB;64,35681;UFOs;Few UFO's just before disruption
97023;KL11-P1DB;60,4771;UFOs;Few UFO's flying around seen also on KLDT-E5WD
97020;KLDT-O5WB;47,61125;UFOs;Frames:238-240, next to outer limiter 4D and 3B
97018;KLDT-O5WB;47,9178;UFOs;On outer limiter 4D
97011;KL11P1DB;48,87797;UFOs;UFO from tile 9 or 10 dropping into divertor
96996;KL11-P1DB;57,29732;UFOs;Splattering from tiles 8-9.
96994;KLDT-O5WB;60,53743;UFOs;Splattering from WOPL with further W debris from divertor region (seen on KLDT-P5WA at 60.70022s, KLDT- P1DB at 60.73516s, on KLDT-E5WD at 60.61250 s).
96993;KLDT-O5WB;60,32971;UFOs;Yellowish flying objects seen also on KLDT-E5WD. Probably W after heating tiles 8-9 up (UFOs observable on KL11-P1DB, KLDT- P5TB).
96991;KLDT-O5WB;60,47309;UFOs;Flying blue objects (Ti?).
96990;KLDT-O5WB;60,21477;UFOs;Sparks, seen also on KLDT-E5WD. There is also a spike at the same time for almost all the impurities.
96988;KL11-P1DB;57,9973;UFOs;Fireworks following disruption
96985;KLDT-E5WD;58,1125;UFOs;UFO shower for one frame during disruption
96984;KLDT-E5WD;58,2125;UFOs;UFOs throughout vessel during disruption
96984;KL11-P1DA;58,1012;UFOs;Lot's of UFos from the divertor during disruption
96983;KLDT-E5WD;59,8125;UFOs;Sparks seen during disruption on visible and IR cameras
96981;KLDT-O5WB;51,14943;UFOs;Single frame large UFO at top of machine. Probably Falling Ti.
96958;KLDT-O5WB;49,19039;UFOs;UFO (blue light) coming from WOPL
96957;KL11-P1DB;49,25794;UFOs;UFO coming from T4
96956;KLDT-O5WB;55,5719;UFOs;UFO's during disruption also seen by KLDT-E5WD
96955;KLDT-O5WB;47,51477;UFOs;Small blue light in the vessel flying around
96954;KLDT-O5WB;47,23624;UFOs;Blue light seen flying around the vessel and seen also on the WOPL probably Be
96953;KLDT-O5WB;51,78635;UFOs;Some blue light seen by op camera close to UDPT
96953;KLDT-E5WD;55,55;UFOs;Lots of UFO's seen flying around the vessel at the end of the pulse
96953;KL11-P1DB;55,29751;UFOs;Lots of UFO's seen on divertor at the end of the pulse
96951;KLDT-O5WB;48,7162;UFOs;Some blue light seen near the UIWP
96951;KL11-P1DB;47,89812;UFOs;UFO from T6
96944;KL11-P1DB;48,33;UFOs;UFOs from Tile 6
96944;KLDT-E5WD;54,47;UFOs;Titanium
96943;KLDT-P5TB;47,97101;UFOs;UFOs from the edge of Tile 5.
96942;KL1-O4WB;48,94;UFOs;UFOs
96941;KLDT-O5WB;51,36842;UFOs;Titanium
96941;KLDT-O5WB;50,96813;UFOs;Titanium
96941;KL12-O1WC;50,90431;UFOs;From spectroscopy data it looks like it is titanium.
96939;KLDT-E5WD;49,3;UFOs;Lots of UFOs around the divertor. Not seen on protection cameras.
